-3	-3	-3	0	762788758610	2066
-3	-3	-3	1	59138914786	186
-3	-3	-3	2	389449041	48
-2	-2	-2	0	23264565922	1347
-2	-2	-2	1	1355635323	140
-2	-2	-2	2	19832100	27
-1	-1	0	0	1018968725	794
-1	-1	0	1	103094776	132
-1	-1	0	2	2525426	35
-1	-1	1	1	3343198	7
-1	-1	1	2	336383	7
-1	-1	2	2	9694	1
0	0	0	0	70534564	387
0	0	0	1	9218058	158
0	0	0	2	474533	32
0	0	1	1	527679	46
0	0	1	2	117780	21
0	0	2	2	8774	8
0	1	1	1	20345	4
0	1	1	2	12508	8
0	1	2	2	3411	3
0	2	2	2	486	0
1	1	1	1	494	0
1	1	1	2	711	0
1	1	2	2	510	1
1	2	2	2	248	1
2	2	2	2	82	1
