-3	-3	-3	0	26049161	1575
-3	-3	-3	1	47565953	6638
-3	-3	-3	2	8613095	2009
-2	-2	-2	0	8283675	1165
-2	-2	-2	1	15127838	4983
-2	-2	-2	2	2611336	994
-1	-1	0	0	611805	288
-1	-1	0	1	2050662	2230
-1	-1	0	2	333621	341
-1	-1	1	1	709465	1313
-1	-1	1	2	254291	412
-1	-1	2	2	26440	50
0	0	0	0	20272	41
0	0	0	1	137309	408
0	0	0	2	22604	41
0	0	1	1	160473	722
0	0	1	2	57324	217
0	0	2	2	7390	15
0	1	1	1	33678	142
0	1	1	2	19355	92
0	1	2	2	3836	12
0	2	2	2	375	0
1	1	1	1	1276	17
1	1	1	2	1167	7
1	1	2	2	369	1
1	2	2	2	42	0
2	2	2	2	2	0
