-3	-3	-3	0	30399791712	450
-3	-3	-3	1	1588842242675	5720
-3	-3	-3	2	66446483626	1158
-2	-2	-2	0	9621351	454
-2	-2	-2	1	83026292	1853
-2	-2	-2	2	4997808	579
-1	-1	0	0	240704	88
-1	-1	0	1	1405652	306
-1	-1	0	2	116754	176
-1	-1	1	1	1957963	712
-1	-1	1	2	499860	465
-1	-1	2	2	54472	172
0	0	0	0	11203	9
0	0	0	1	56151	42
0	0	0	2	6647	20
0	0	1	1	48658	53
0	0	1	2	16547	93
0	0	2	2	2462	33
0	1	1	1	10017	15
0	1	1	2	7400	47
0	1	2	2	2505	24
0	2	2	2	343	7
1	1	1	1	175	0
1	1	1	2	329	4
1	1	2	2	162	2
1	2	2	2	56	1
2	2	2	2	12	0
