-3	-3	-3	0	2663317422	17891
-3	-3	-3	1	1217224741	24547
-3	-3	-3	2	854654356	30646
-2	-2	-2	0	270905117	28952
-2	-2	-2	1	98714390	32170
-2	-2	-2	2	72262612	32686
-1	-1	0	0	32563093	13057
-1	-1	0	1	18906207	19263
-1	-1	0	2	15999150	22026
-1	-1	1	1	2695006	7148
-1	-1	1	2	5230586	18025
-1	-1	2	2	2939763	11248
0	0	0	0	3360921	3594
0	0	0	1	2711283	7288
0	0	0	2	2862365	9071
0	0	1	1	648748	4595
0	0	1	2	1535121	11380
0	0	2	2	1229648	10058
0	1	1	1	55877	956
0	1	1	2	232656	3707
0	1	2	2	378002	6662
0	2	2	2	300801	6032
1	1	1	1	1335	50
1	1	1	2	9712	222
1	1	2	2	25811	836
1	2	2	2	37499	1635
2	2	2	2	29277	1779
