-3	-3	-3	0	4089087743	14756
-3	-3	-3	1	501029336	5200
-3	-3	-3	2	134170881	7148
-2	-2	-2	0	884244514	28036
-2	-2	-2	1	111362205	9243
-2	-2	-2	2	32180941	10434
-1	-1	0	0	208088434	30243
-1	-1	0	1	53245748	18318
-1	-1	0	2	15161116	17582
-1	-1	1	1	4949433	3560
-1	-1	1	2	3789083	7474
-1	-1	2	2	568621	3381
0	0	0	0	48360489	25442
0	0	0	1	22103461	28221
0	0	0	2	8069802	26439
0	0	1	1	4967172	13845
0	0	1	2	5050924	31361
0	0	2	2	1255729	17869
0	1	1	1	605566	3556
0	1	1	2	1230268	14565
0	1	2	2	913650	22283
0	2	2	2	322306	14531
1	1	1	1	33849	413
1	1	1	2	123460	2610
1	1	2	2	200908	7480
1	2	2	2	200969	12675
2	2	2	2	115128	12504
