-3	-3	-3	0	1622511924	391
-3	-3	-3	1	109410703	180
-3	-3	-3	2	46397969	550
-2	-2	-2	0	769410973	1555
-2	-2	-2	1	50106671	721
-2	-2	-2	2	22232582	1881
-1	-1	0	0	162667206	1239
-1	-1	0	1	21405853	1111
-1	-1	0	2	10205778	2339
-1	-1	1	1	1467577	256
-1	-1	1	2	2047163	1648
-1	-1	2	2	767018	2361
0	0	0	0	29043975	863
0	0	0	1	6411001	952
0	0	0	2	3247003	1749
0	0	1	1	997401	489
0	0	1	2	1528509	2381
0	0	2	2	654448	2922
0	1	1	1	83834	135
0	1	1	2	265269	1067
0	1	2	2	321434	3476
0	2	2	2	148015	3690
1	1	1	1	2331	18
1	1	1	2	12727	129
1	1	2	2	31756	739
1	2	2	2	39728	1823
2	2	2	2	20708	1697
