-3	-3	-3	0	82676049	2043
-3	-3	-3	1	109542660	10135
-3	-3	-3	2	20463803	4284
-2	-2	-2	0	26058274	1848
-2	-2	-2	1	33066568	8223
-2	-2	-2	2	5976682	3089
-1	-1	0	0	2131685	348
-1	-1	0	1	4909594	2922
-1	-1	0	2	868382	1094
-1	-1	1	1	1361335	1814
-1	-1	1	2	516162	910
-1	-1	2	2	58383	123
0	0	0	0	79657	23
0	0	0	1	369075	386
0	0	0	2	67651	153
0	0	1	1	340102	797
0	0	1	2	132544	429
0	0	2	2	16996	66
0	1	1	1	63306	170
0	1	1	2	38572	106
0	1	2	2	8393	25
0	2	2	2	781	4
1	1	1	1	2371	8
1	1	1	2	2275	8
1	1	2	2	784	3
1	2	2	2	95	0
2	2	2	2	4	0
