-3	-3	-3	0	7298608688	31666
-3	-3	-3	1	916155482	12213
-3	-3	-3	2	288412509	21308
-2	-2	-2	0	1710061892	60332
-2	-2	-2	1	225003913	22392
-2	-2	-2	2	75473423	31919
-1	-1	0	0	415334815	65149
-1	-1	0	1	111127919	44455
-1	-1	0	2	37312650	51901
-1	-1	1	1	11050815	8948
-1	-1	1	2	9704684	23983
-1	-1	2	2	1554965	11667
0	0	0	0	98046344	60554
0	0	0	1	45757327	72785
0	0	0	2	19190076	79082
0	0	1	1	10730906	38817
0	0	1	2	12475878	102639
0	0	2	2	3384741	65856
0	1	1	1	1360960	10199
0	1	1	2	3154870	50172
0	1	2	2	2546569	83335
0	2	2	2	949782	57698
1	1	1	1	75940	1099
1	1	1	2	315370	8851
1	1	2	2	558159	28500
1	2	2	2	600623	52441
2	2	2	2	374936	56412
