-3	-3	-3	0	1364786498	358
-3	-3	-3	1	133816298	193
-3	-3	-3	2	23919401	333
-2	-2	-2	0	428914798	883
-2	-2	-2	1	41802500	348
-2	-2	-2	2	9279387	595
-1	-1	0	0	56479008	545
-1	-1	0	1	10060713	430
-1	-1	0	2	2485517	591
-1	-1	1	1	791012	99
-1	-1	1	2	544908	365
-1	-1	2	2	95914	211
0	0	0	0	6505128	290
0	0	0	1	1901573	357
0	0	0	2	549257	395
0	0	1	1	340913	173
0	0	1	2	313559	611
0	0	2	2	75973	444
0	1	1	1	29937	45
0	1	1	2	58960	289
0	1	2	2	41653	514
0	2	2	2	12544	367
1	1	1	1	865	1
1	1	1	2	3510	53
1	1	2	2	5451	124
1	2	2	2	4871	220
2	2	2	2	2095	205
