-3	-3	-3	0	111714209444	7598
-3	-3	-3	1	1611844126260	68450
-3	-3	-3	2	190312101538	33003
-2	-2	-2	0	30670030	5401
-2	-2	-2	1	170952556	34904
-2	-2	-2	2	29912402	15888
-1	-1	0	0	486302	620
-1	-1	0	1	2493084	5043
-1	-1	0	2	556916	2049
-1	-1	1	1	3463551	9472
-1	-1	1	2	1683059	9535
-1	-1	2	2	254229	2321
0	0	0	0	12100	54
0	0	0	1	60877	366
0	0	0	2	16877	166
0	0	1	1	85528	876
0	0	1	2	52032	873
0	0	2	2	10313	240
0	1	1	1	21484	406
0	1	1	2	22969	742
0	1	2	2	9659	432
0	2	2	2	1442	71
1	1	1	1	269	16
1	1	1	2	457	37
1	1	2	2	363	35
1	2	2	2	131	8
2	2	2	2	24	6
