-3	-3	-3	0	145861762789615	4501
-3	-3	-3	1	20659690124792	534
-3	-3	-3	2	43625656398	237
-2	-2	-2	0	681441984073	1618
-2	-2	-2	1	42998491098	182
-2	-2	-2	2	209293318	70
-1	-1	0	0	16761861170	642
-1	-1	0	1	1518952579	155
-1	-1	0	2	17543262	53
-1	-1	1	1	39367243	17
-1	-1	1	2	2396776	18
-1	-1	2	2	45309	2
0	0	0	0	761347582	229
0	0	0	1	93963126	110
0	0	0	2	2816114	47
0	0	1	1	4296580	26
0	0	1	2	687567	40
0	0	2	2	42654	11
0	1	1	1	133220	3
0	1	1	2	69528	8
0	1	2	2	17725	11
0	2	2	2	2696	4
1	1	1	1	2624	0
1	1	1	2	3606	2
1	1	2	2	2722	2
1	2	2	2	1415	1
2	2	2	2	476	2
