-3	-3	-3	0	20882388726	315315
-3	-3	-3	1	3931979334	135077
-3	-3	-3	2	2187949780	178648
-2	-2	-2	0	11501545612	690907
-2	-2	-2	1	2033892739	264196
-2	-2	-2	2	1017976105	197963
-1	-1	0	0	4083289621	563919
-1	-1	0	1	1290462436	390081
-1	-1	0	2	548573260	243661
-1	-1	1	1	120131303	75187
-1	-1	1	2	126264912	115252
-1	-1	2	2	43653864	39730
0	0	0	0	1636143959	312153
0	0	0	1	1040289208	396614
0	0	0	2	409313520	257417
0	0	1	1	295143592	206931
0	0	1	2	291847597	347862
0	0	2	2	83723927	150943
0	1	1	1	45225828	51823
0	1	1	2	85874541	164331
0	1	2	2	65749727	185056
0	2	2	2	22327436	89176
1	1	1	1	3246260	4986
1	1	1	2	10680393	27351
1	1	2	2	16552479	59934
1	2	2	2	15740196	77724
2	2	2	2	8978747	68081
