-3	-3	-3	0	53157828647593	5824
-3	-3	-3	1	7229353658996	558
-3	-3	-3	2	15420898930	132
-2	-2	-2	0	402983420043	2332
-2	-2	-2	1	26135543337	225
-2	-2	-2	2	121180023	48
-1	-1	0	0	11770194270	875
-1	-1	0	1	1122437725	192
-1	-1	0	2	12281838	30
-1	-1	1	1	27714113	10
-1	-1	1	2	1470837	8
-1	-1	2	2	26642	2
0	0	0	0	557908779	349
0	0	0	1	74203817	138
0	0	0	2	2060262	32
0	0	1	1	3446492	17
0	0	1	2	491544	29
0	0	2	2	26814	7
0	1	1	1	104723	4
0	1	1	2	47513	11
0	1	2	2	10451	9
0	2	2	2	1326	2
1	1	1	1	1964	0
1	1	1	2	2401	0
1	1	2	2	1506	5
1	2	2	2	603	1
2	2	2	2	167	3
