-3	-3	-3	0	392730922837	1590
-3	-3	-3	1	33795202956	91
-3	-3	-3	2	234359918	12
-2	-2	-2	0	13844589865	1092
-2	-2	-2	1	903684762	75
-2	-2	-2	2	14449768	12
-1	-1	0	0	610085865	429
-1	-1	0	1	69360806	73
-1	-1	0	2	1883327	12
-1	-1	1	1	2510131	4
-1	-1	1	2	273904	5
-1	-1	2	2	8610	0
0	0	0	0	40885050	201
0	0	0	1	6018474	55
0	0	0	2	336732	13
0	0	1	1	377109	6
0	0	1	2	89978	2
0	0	2	2	7083	0
0	1	1	1	15576	2
0	1	1	2	9981	1
0	1	2	2	2802	1
0	2	2	2	380	0
1	1	1	1	384	0
1	1	1	2	575	0
1	1	2	2	429	0
1	2	2	2	201	0
2	2	2	2	60	0
