-3	-3	-3	0	19228976572	1114
-3	-3	-3	1	402581804242	14105
-3	-3	-3	2	43502040196	4132
-2	-2	-2	0	5263384	580
-2	-2	-2	1	41484199	5849
-2	-2	-2	2	6930133	1520
-1	-1	0	0	78872	51
-1	-1	0	1	541594	695
-1	-1	0	2	110377	187
-1	-1	1	1	909508	1348
-1	-1	1	2	385463	1003
-1	-1	2	2	58028	172
0	0	0	0	1744	1
0	0	0	1	11803	34
0	0	0	2	3005	13
0	0	1	1	18932	154
0	0	1	2	9581	93
0	0	2	2	1939	17
0	1	1	1	4857	49
0	1	1	2	4300	66
0	1	2	2	1596	29
0	2	2	2	253	4
1	1	1	1	66	4
1	1	1	2	82	3
1	1	2	2	54	2
1	2	2	2	15	0
2	2	2	2	0	0
