-3	-3	-3	0	4108978169	6586
-3	-3	-3	1	1450678135	17941
-3	-3	-3	2	1237530325	25098
-2	-2	-2	0	424210532	9621
-2	-2	-2	1	122726208	15212
-2	-2	-2	2	109262269	20041
-1	-1	0	0	54865864	4438
-1	-1	0	1	26169602	7353
-1	-1	0	2	25795621	10648
-1	-1	1	1	3155190	2743
-1	-1	1	2	7036710	8249
-1	-1	2	2	4471224	5860
0	0	0	0	5990237	1325
0	0	0	1	4179660	2643
0	0	0	2	4823240	4606
0	0	1	1	892362	2199
0	0	1	2	2321486	5591
0	0	2	2	1913931	5328
0	1	1	1	70378	592
0	1	1	2	320870	2072
0	1	2	2	545195	3647
0	2	2	2	423615	3697
1	1	1	1	1533	12
1	1	1	2	12456	140
1	1	2	2	34319	509
1	2	2	2	52674	1009
2	2	2	2	43950	1196
