-3	-3	-3	0	290391068827	2979
-3	-3	-3	1	3970617392540	70037
-3	-3	-3	2	777108086730	35503
-2	-2	-2	0	36095280	2026
-2	-2	-2	1	222260786	32166
-2	-2	-2	2	57700559	15520
-1	-1	0	0	467385	157
-1	-1	0	1	2345644	2201
-1	-1	0	2	775798	1052
-1	-1	1	1	4517359	8152
-1	-1	1	2	3272239	9206
-1	-1	2	2	771288	3238
0	0	0	0	12493	11
0	0	0	1	58949	152
0	0	0	2	21929	63
0	0	1	1	96344	467
0	0	1	2	73022	477
0	0	2	2	19329	179
0	1	1	1	31734	301
0	1	1	2	43108	559
0	1	2	2	25182	384
0	2	2	2	5845	114
1	1	1	1	263	3
1	1	1	2	459	12
1	1	2	2	489	16
1	2	2	2	224	9
2	2	2	2	58	3
