-3	-3	-3	0	89452439	2093
-3	-3	-3	1	32479989	1961
-3	-3	-3	2	50427885	11424
-2	-2	-2	0	23070962	5828
-2	-2	-2	1	6467762	4212
-2	-2	-2	2	8439179	13256
-1	-1	0	0	3223376	3062
-1	-1	0	1	1463212	3437
-1	-1	0	2	1734870	7748
-1	-1	1	1	179347	832
-1	-1	1	2	517836	5559
-1	-1	2	2	330412	4069
0	0	0	0	329629	972
0	0	0	1	250257	1790
0	0	0	2	286266	2819
0	0	1	1	64699	1086
0	0	1	2	170741	3474
0	0	2	2	102792	3010
0	1	1	1	6484	217
0	1	1	2	29224	1085
0	1	2	2	41032	1907
0	2	2	2	18262	1336
1	1	1	1	223	11
1	1	1	2	1327	83
1	1	2	2	2531	220
1	2	2	2	2339	266
2	2	2	2	793	193
