-3	-3	-3	0	9149439785948	14360
-3	-3	-3	1	262359086891	7028
-3	-3	-3	2	78734241354	26222
-2	-2	-2	0	1264039502156	63068
-2	-2	-2	1	49596070336	32548
-2	-2	-2	2	20007501745	116691
-1	-1	0	0	117134400482	40474
-1	-1	0	1	7805033132	32747
-1	-1	0	2	3509855238	95788
-1	-1	1	1	549291723	9347
-1	-1	1	2	800965594	73568
-1	-1	2	2	338969712	142763
0	0	0	0	12360355655	24161
0	0	0	1	1113808251	23014
0	0	0	2	524342696	50621
0	0	1	1	115896117	10950
0	0	1	2	183849046	67005
0	0	2	2	84724421	104877
0	1	1	1	7940125	2484
0	1	1	2	26679790	29425
0	1	2	2	34119978	120906
0	2	2	2	16230640	159776
1	1	1	1	97396	134
1	1	1	2	601668	2315
1	1	2	2	1595571	16703
1	2	2	2	2049642	48193
2	2	2	2	1042026	46430
