-3	-3	-3	0	6430514912	300792
-3	-3	-3	1	1324834239	126157
-3	-3	-3	2	811223895	239001
-2	-2	-2	0	3838397482	496763
-2	-2	-2	1	752438484	187932
-2	-2	-2	2	388990715	196758
-1	-1	0	0	1842111398	436164
-1	-1	0	1	643069406	289321
-1	-1	0	2	284332721	221305
-1	-1	1	1	64673456	53642
-1	-1	1	2	69425221	101900
-1	-1	2	2	22328516	34671
0	0	0	0	910111666	259512
0	0	0	1	640782555	308458
0	0	0	2	274822522	224355
0	0	1	1	196559624	150991
0	0	1	2	207245725	278435
0	0	2	2	62036679	128773
0	1	1	1	32124226	36411
0	1	1	2	63895632	126734
0	1	2	2	50425804	160738
0	2	2	2	17358770	100668
1	1	1	1	2450410	3576
1	1	1	2	8319181	21712
1	1	2	2	13126911	59531
1	2	2	2	12431686	106901
2	2	2	2	6690207	113266
