-3	-3	-3	0	44001988170	362
-3	-3	-3	1	2169782343023	2756
-3	-3	-3	2	95928737599	1289
-2	-2	-2	0	13400614	267
-2	-2	-2	1	106429622	953
-2	-2	-2	2	6368166	378
-1	-1	0	0	336739	61
-1	-1	0	1	1772200	172
-1	-1	0	2	155146	51
-1	-1	1	1	2340489	295
-1	-1	1	2	597956	339
-1	-1	2	2	63584	140
0	0	0	0	17822	9
0	0	0	1	73456	31
0	0	0	2	9726	18
0	0	1	1	59453	47
0	0	1	2	21680	68
0	0	2	2	3335	28
0	1	1	1	12303	17
0	1	1	2	9787	32
0	1	2	2	3339	27
0	2	2	2	458	5
1	1	1	1	226	1
1	1	1	2	414	2
1	1	2	2	230	1
1	2	2	2	75	1
2	2	2	2	18	0
