-3	-3	-3	0	730822214081	31076
-3	-3	-3	1	6407521338301	219509
-3	-3	-3	2	887802065221	129283
-2	-2	-2	0	204212631	22505
-2	-2	-2	1	729995743	112916
-2	-2	-2	2	145319691	60611
-1	-1	0	0	4035661	3740
-1	-1	0	1	13479376	18974
-1	-1	0	2	3395498	10837
-1	-1	1	1	13894505	27838
-1	-1	1	2	8241389	36315
-1	-1	2	2	1478833	12954
0	0	0	0	144247	492
0	0	0	1	469221	2347
0	0	0	2	144035	1321
0	0	1	1	481280	4437
0	0	1	2	364059	5980
0	0	2	2	82184	1946
0	1	1	1	114550	1786
0	1	1	2	157533	4155
0	1	2	2	83029	3402
0	2	2	2	16374	923
1	1	1	1	1767	65
1	1	1	2	4260	230
1	1	2	2	3864	244
1	2	2	2	1703	179
2	2	2	2	299	35
