-3	-3	-3	0	2336006900	743
-3	-3	-3	1	198550889	338
-3	-3	-3	2	39811740	685
-2	-2	-2	0	780007989	1394
-2	-2	-2	1	65992225	535
-2	-2	-2	2	15657037	794
-1	-1	0	0	110270968	1028
-1	-1	0	1	17382864	808
-1	-1	0	2	4594281	1001
-1	-1	1	1	1262172	154
-1	-1	1	2	947852	551
-1	-1	2	2	185864	429
0	0	0	0	13470338	655
0	0	0	1	3564859	705
0	0	0	2	1094052	788
0	0	1	1	598482	376
0	0	1	2	585976	1148
0	0	2	2	158313	904
0	1	1	1	51259	92
0	1	1	2	105443	491
0	1	2	2	81995	923
0	2	2	2	25952	685
1	1	1	1	1527	5
1	1	1	2	5998	60
1	1	2	2	10403	225
1	2	2	2	9364	336
2	2	2	2	4047	242
