-3	-3	-3	0	865037422	17834
-3	-3	-3	1	492166097	27102
-3	-3	-3	2	517187220	36006
-2	-2	-2	0	67828971	18024
-2	-2	-2	1	29446825	18984
-2	-2	-2	2	31744675	24698
-1	-1	0	0	7322387	5733
-1	-1	0	1	4960506	8788
-1	-1	0	2	6222179	13106
-1	-1	1	1	846646	2949
-1	-1	1	2	2120969	9947
-1	-1	2	2	1928862	8657
0	0	0	0	671407	1267
0	0	0	1	608204	2208
0	0	0	2	945632	3674
0	0	1	1	171103	1318
0	0	1	2	499660	4890
0	0	2	2	610413	4689
0	1	1	1	18608	311
0	1	1	2	89521	1577
0	1	2	2	176230	3395
0	2	2	2	192952	2954
1	1	1	1	627	17
1	1	1	2	5310	110
1	1	2	2	13092	326
1	2	2	2	18528	662
2	2	2	2	15829	638
