-3	-3	-3	0	114200844130	812
-3	-3	-3	1	1803027696647	26006
-3	-3	-3	2	342578002187	12754
-2	-2	-2	0	15386201	659
-2	-2	-2	1	106486642	12629
-2	-2	-2	2	27552203	6468
-1	-1	0	0	222474	52
-1	-1	0	1	1188521	976
-1	-1	0	2	393436	455
-1	-1	1	1	2452931	4026
-1	-1	1	2	1716110	4171
-1	-1	2	2	395041	1319
0	0	0	0	6052	3
0	0	0	1	29174	86
0	0	0	2	11012	27
0	0	1	1	49724	231
0	0	1	2	36840	220
0	0	2	2	9695	83
0	1	1	1	16477	139
0	1	1	2	21333	209
0	1	2	2	12008	167
0	2	2	2	2710	38
1	1	1	1	138	3
1	1	1	2	200	6
1	1	2	2	219	9
1	2	2	2	106	2
2	2	2	2	29	0
