-3	-3	-3	0	197686512091819	5000
-3	-3	-3	1	28782626417125	666
-3	-3	-3	2	59572742665	438
-2	-2	-2	0	784299498968	1934
-2	-2	-2	1	49554274243	299
-2	-2	-2	2	244465708	153
-1	-1	0	0	18239863280	777
-1	-1	0	1	1637053558	209
-1	-1	0	2	19262434	105
-1	-1	1	1	43287628	27
-1	-1	1	2	2737587	21
-1	-1	2	2	53288	9
0	0	0	0	818779890	341
0	0	0	1	99144271	176
0	0	0	2	3033339	70
0	0	1	1	4515139	45
0	0	1	2	745301	52
0	0	2	2	47936	21
0	1	1	1	140445	5
0	1	1	2	76019	13
0	1	2	2	20163	17
0	2	2	2	3138	6
1	1	1	1	2728	0
1	1	1	2	3884	2
1	1	2	2	2989	4
1	2	2	2	1593	4
2	2	2	2	573	0
